request_id,timestamp,pickup_zone_id,pickup_zone_name,pickup_lat,pickup_lon,dropoff_zone_id,dropoff_zone_name,dropoff_lat,dropoff_lon,trip_distance_km,trip_duration_min,surge_multiplier,base_fare,total_fare,tip,driver_earnings,passenger_count,weather,hour,day_of_week,is_weekend
REQ_202609011333_1_013,2026-09-01 13:33:55,1,Downtown Financial,37.78622,-122.40569,2,Midtown Tech Hub,37.76737,-122.4111,2.15,5.9,1.0,9.43,9.43,1.41,8.48,1,Cloudy,13,1,0
REQ_202609011334_1_011,2026-09-01 13:34:00,1,Downtown Financial,37.78236,-122.40959,8,Sunset Residential District,37.73639,-122.4803,8.05,24.0,1.0,26.39,26.39,3.96,23.75,1,Cloudy,13,1,0
REQ_202609011334_7_005,2026-09-01 13:34:12,7,Marina & Golden Gate View,37.80012,-122.44408,10,Convention Center Arena,37.78955,-122.42446,2.09,7.4,1.0,9.85,9.85,0.0,7.39,1,Cloudy,13,1,0
REQ_202609011334_1_016,2026-09-01 13:34:44,1,Downtown Financial,37.78315,-122.39871,9,Central Railway Station,37.77429,-122.38411,1.62,6.2,1.0,8.58,8.58,0.0,6.44,1,Cloudy,13,1,0
REQ_202609011335_7_003,2026-09-01 13:35:18,7,Marina & Golden Gate View,37.80083,-122.45254,10,Convention Center Arena,37.76017,-122.40414,6.21,18.3,1.0,21.08,21.08,0.0,15.81,1,Cloudy,13,1,0
REQ_202609011335_6_004,2026-09-01 13:35:56,6,University Campus & Med,37.76745,-122.46516,5,Mission Nightlife & Arts,37.77264,-122.4278,3.33,10.5,1.0,13.18,13.18,0.0,9.88,2,Cloudy,13,1,0
REQ_202609011336_9_026,2026-09-01 13:36:04,9,Central Railway Station,37.77416,-122.39744,6,University Campus & Med,37.75349,-122.44088,4.46,12.4,1.06,15.86,16.81,2.52,15.13,2,Cloudy,13,1,0
REQ_202609011336_5_017,2026-09-01 13:36:12,5,Mission Nightlife & Arts,37.76448,-122.40347,9,Central Railway Station,37.79751,-122.39891,3.69,10.9,1.0,13.97,13.97,2.1,12.58,2,Cloudy,13,1,0
REQ_202609011336_9_024,2026-09-01 13:36:33,9,Central Railway Station,37.77384,-122.39754,3,Metro Int'l Airport,37.62273,-122.35256,17.26,45.4,1.06,50.46,53.49,8.02,48.14,1,Cloudy,13,1,0
REQ_202609011336_9_004,2026-09-01 13:36:50,9,Central Railway Station,37.77624,-122.40004,1,Downtown Financial,37.78482,-122.40255,1.2,6.3,1.06,7.87,8.34,1.25,7.5,1,Cloudy,13,1,0
REQ_202609011337_3_029,2026-09-01 13:37:34,3,Metro Int'l Airport,37.60501,-122.39191,5,Mission Nightlife & Arts,37.7726,-122.39971,18.65,51.0,1.06,54.92,58.21,8.73,52.39,1,Cloudy,13,1,0
REQ_202609011338_9_015,2026-09-01 13:38:23,9,Central Railway Station,37.77816,-122.39335,1,Downtown Financial,37.81073,-122.40149,3.69,10.1,1.06,13.68,14.5,2.17,13.04,1,Cloudy,13,1,0
REQ_202609011338_2_013,2026-09-01 13:38:24,2,Midtown Tech Hub,37.78762,-122.40945,1,Downtown Financial,37.79172,-122.43014,1.87,6.7,1.0,9.22,9.22,1.38,8.3,1,Cloudy,13,1,0
REQ_202609011339_1_004,2026-09-01 13:39:16,1,Downtown Financial,37.79208,-122.41358,5,Mission Nightlife & Arts,37.75633,-122.40846,4.0,11.9,1.0,14.87,14.87,0.0,11.15,2,Cloudy,13,1,0
REQ_202609011339_9_020,2026-09-01 13:39:42,9,Central Railway Station,37.77942,-122.39202,6,University Campus & Med,37.77819,-122.45229,5.3,15.5,1.06,18.46,19.57,2.94,17.62,3,Cloudy,13,1,0
REQ_202609011340_2_011,2026-09-01 13:40:30,2,Midtown Tech Hub,37.78257,-122.40486,1,Downtown Financial,37.79229,-122.39628,1.32,5.0,1.0,7.62,7.62,0.0,5.72,2,Cloudy,13,1,0
REQ_202609011340_1_019,2026-09-01 13:40:46,1,Downtown Financial,37.78699,-122.39639,9,Central Railway Station,37.78829,-122.40399,1.2,4.0,1.0,7.06,7.06,0.0,5.29,1,Cloudy,13,1,0
REQ_202609011341_8_000,2026-09-01 13:41:05,8,Sunset Residential District,37.7583,-122.48484,6,University Campus & Med,37.77808,-122.45055,3.73,10.8,1.0,14.0,14.0,2.1,12.6,1,Cloudy,13,1,0
REQ_202609011341_5_002,2026-09-01 13:41:17,5,Mission Nightlife & Arts,37.75483,-122.42292,6,University Campus & Med,37.77005,-122.48048,5.34,14.9,1.0,18.32,18.32,2.75,16.49,2,Cloudy,13,1,0
REQ_202609011341_9_012,2026-09-01 13:41:23,9,Central Railway Station,37.77678,-122.39205,8,Sunset Residential District,37.76517,-122.47237,7.18,19.2,1.06,23.14,24.53,3.68,22.08,4,Cloudy,13,1,0
REQ_202609011341_4_001,2026-09-01 13:41:23,4,Waterfront & Pier Dining,37.80811,-122.41948,6,University Campus & Med,37.79218,-122.43993,2.52,7.6,1.0,10.7,10.7,1.6,9.62,3,Cloudy,13,1,0
REQ_202609011341_1_008,2026-09-01 13:41:27,1,Downtown Financial,37.78996,-122.39875,10,Convention Center Arena,37.77106,-122.39907,2.1,6.0,1.0,9.38,9.38,1.41,8.44,1,Cloudy,13,1,0
REQ_202609011341_6_001,2026-09-01 13:41:31,6,University Campus & Med,37.76919,-122.46635,9,Central Railway Station,37.78927,-122.4064,5.72,15.4,1.0,19.19,19.19,0.0,14.39,1,Cloudy,13,1,0
REQ_202609011341_9_011,2026-09-01 13:41:34,9,Central Railway Station,37.77122,-122.39747,5,Mission Nightlife & Arts,37.76256,-122.41482,1.8,5.0,1.06,8.5,9.01,1.35,8.11,1,Cloudy,13,1,0
REQ_202609011341_8_002,2026-09-01 13:41:41,8,Sunset Residential District,37.74944,-122.48585,9,Central Railway Station,37.78837,-122.36977,11.08,31.4,1.0,34.44,34.44,5.17,31.0,1,Cloudy,13,1,0
REQ_202609011342_1_017,2026-09-01 13:42:06,1,Downtown Financial,37.78999,-122.40444,2,Midtown Tech Hub,37.78018,-122.40137,1.2,5.0,1.0,7.41,7.41,1.11,6.67,2,Cloudy,13,1,0
REQ_202609011342_6_014,2026-09-01 13:42:19,6,University Campus & Med,37.76039,-122.44437,8,Sunset Residential District,37.75084,-122.50757,5.66,17.2,1.0,19.7,19.7,2.95,17.72,1,Cloudy,13,1,0
REQ_202609011343_5_011,2026-09-01 13:43:11,5,Mission Nightlife & Arts,37.7569,-122.40604,2,Midtown Tech Hub,37.75314,-122.41822,1.2,4.2,1.0,7.13,7.13,0.0,5.35,1,Cloudy,13,1,0
REQ_202609011343_9_003,2026-09-01 13:43:17,9,Central Railway Station,37.7797,-122.39325,5,Mission Nightlife & Arts,37.75801,-122.4099,2.82,8.1,1.06,11.41,12.1,0.0,9.07,3,Cloudy,13,1,0
REQ_202609011343_1_012,2026-09-01 13:43:30,1,Downtown Financial,37.7965,-122.39855,8,Sunset Residential District,37.75596,-122.48714,9.0,24.0,1.0,28.09,28.09,4.21,25.28,1,Cloudy,13,1,0
REQ_202609011343_9_027,2026-09-01 13:43:31,9,Central Railway Station,37.78604,-122.39439,1,Downtown Financial,37.80939,-122.39002,2.62,8.4,1.06,11.16,11.83,0.0,8.87,1,Cloudy,13,1,0
REQ_202609011343_6_005,2026-09-01 13:43:37,6,University Campus & Med,37.76021,-122.46925,9,Central Railway Station,37.77005,-122.41166,5.18,14.5,1.0,17.9,17.9,2.68,16.1,1,Cloudy,13,1,0
REQ_202609011344_3_021,2026-09-01 13:44:07,3,Metro Int'l Airport,37.6292,-122.37457,10,Convention Center Arena,37.79096,-122.41082,18.27,48.3,1.06,53.29,56.48,0.0,42.36,1,Cloudy,13,1,0
REQ_202609011345_4_002,2026-09-01 13:45:14,4,Waterfront & Pier Dining,37.82319,-122.41947,1,Downtown Financial,37.81813,-122.41334,1.2,5.8,1.0,7.69,7.69,0.0,5.77,3,Cloudy,13,1,0
REQ_202609011346_4_006,2026-09-01 13:46:22,4,Waterfront & Pier Dining,37.80726,-122.41706,8,Sunset Residential District,37.72587,-122.48809,10.99,30.1,1.0,33.83,33.83,0.0,25.37,2,Cloudy,13,1,0
REQ_202609011346_9_016,2026-09-01 13:46:32,9,Central Railway Station,37.78116,-122.39133,5,Mission Nightlife & Arts,37.78332,-122.41988,2.52,8.8,1.06,11.12,11.78,0.0,8.83,1,Cloudy,13,1,0
REQ_202609011346_3_006,2026-09-01 13:46:48,3,Metro Int'l Airport,37.61422,-122.37218,10,Convention Center Arena,37.79693,-122.41868,20.72,55.0,1.06,60.05,63.66,0.0,47.74,1,Cloudy,13,1,0
REQ_202609011346_3_012,2026-09-01 13:46:49,3,Metro Int'l Airport,37.62113,-122.38339,9,Central Railway Station,37.78379,-122.40412,18.18,46.2,1.06,52.39,55.54,0.0,41.66,2,Cloudy,13,1,0
REQ_202609011347_4_003,2026-09-01 13:47:09,4,Waterfront & Pier Dining,37.80988,-122.41062,2,Midtown Tech Hub,37.7892,-122.41687,2.36,9.1,1.0,10.94,10.94,1.64,9.85,1,Cloudy,13,1,0
REQ_202609011347_9_022,2026-09-01 13:47:29,9,Central Railway Station,37.78271,-122.40025,4,Waterfront & Pier Dining,37.80918,-122.42964,3.92,11.1,1.06,14.43,15.3,2.3,13.78,3,Cloudy,13,1,0
REQ_202609011347_3_017,2026-09-01 13:47:43,3,Metro Int'l Airport,37.61532,-122.39238,10,Convention Center Arena,37.79387,-122.37352,19.92,52.1,1.06,57.6,61.05,0.0,45.79,2,Cloudy,13,1,0
REQ_202609011349_3_034,2026-09-01 13:49:19,3,Metro Int'l Airport,37.63408,-122.37762,7,Marina & Golden Gate View,37.8095,-122.44583,20.41,54.0,1.06,59.13,62.68,9.4,56.41,1,Cloudy,13,1,0
REQ_202609011350_9_017,2026-09-01 13:50:01,9,Central Railway Station,37.77542,-122.4002,5,Mission Nightlife & Arts,37.74903,-122.42669,3.75,10.7,1.06,13.99,14.83,2.22,13.34,2,Cloudy,13,1,0
REQ_202609011350_3_009,2026-09-01 13:50:11,3,Metro Int'l Airport,37.62561,-122.38919,7,Marina & Golden Gate View,37.80448,-122.40712,19.95,52.6,1.06,57.82,61.29,9.19,55.16,2,Cloudy,13,1,0
REQ_202609011350_1_026,2026-09-01 13:50:13,1,Downtown Financial,37.78653,-122.39368,9,Central Railway Station,37.76475,-122.42451,3.63,9.6,1.0,13.4,13.4,2.01,12.06,2,Cloudy,13,1,0
REQ_202609011350_3_003,2026-09-01 13:50:16,3,Metro Int'l Airport,37.62272,-122.38459,6,University Campus & Med,37.78254,-122.45582,18.84,50.2,1.06,54.99,58.29,0.0,43.72,1,Cloudy,13,1,0
REQ_202609011350_5_003,2026-09-01 13:50:21,5,Mission Nightlife & Arts,37.76844,-122.41651,10,Convention Center Arena,37.7739,-122.39569,1.93,6.6,1.0,9.28,9.28,0.0,6.96,1,Cloudy,13,1,0
REQ_202609011350_5_007,2026-09-01 13:50:35,5,Mission Nightlife & Arts,37.75961,-122.41072,4,Waterfront & Pier Dining,37.80042,-122.4165,4.57,14.5,1.0,16.79,16.79,2.52,15.11,1,Cloudy,13,1,0
REQ_202609011350_2_003,2026-09-01 13:50:36,2,Midtown Tech Hub,37.77125,-122.42746,6,University Campus & Med,37.74395,-122.45342,3.8,12.1,1.0,14.57,14.57,0.0,10.93,1,Cloudy,13,1,0
REQ_202609011350_5_014,2026-09-01 13:50:41,5,Mission Nightlife & Arts,37.76464,-122.40926,4,Waterfront & Pier Dining,37.80336,-122.43137,4.72,13.6,1.0,16.76,16.76,0.0,12.57,1,Cloudy,13,1,0
REQ_202609011351_1_009,2026-09-01 13:51:25,1,Downtown Financial,37.78775,-122.40913,6,University Campus & Med,37.7759,-122.47933,6.31,16.3,1.0,20.56,20.56,3.08,18.5,2,Cloudy,13,1,0
REQ_202609011351_6_007,2026-09-01 13:51:30,6,University Campus & Med,37.76754,-122.4474,1,Downtown Financial,37.8123,-122.37832,7.85,22.5,1.0,25.5,25.5,0.0,19.12,1,Cloudy,13,1,0
REQ_202609011351_3_035,2026-09-01 13:51:38,3,Metro Int'l Airport,37.62792,-122.37714,5,Mission Nightlife & Arts,37.75867,-122.43793,15.49,41.6,1.06,45.94,48.7,7.3,43.82,3,Cloudy,13,1,0
REQ_202609011351_6_015,2026-09-01 13:51:54,6,University Campus & Med,37.77541,-122.46098,1,Downtown Financial,37.79511,-122.42781,3.65,11.1,1.0,13.95,13.95,0.0,10.46,1,Cloudy,13,1,0
REQ_202609011351_6_009,2026-09-01 13:51:55,6,University Campus & Med,37.77499,-122.45336,9,Central Railway Station,37.7736,-122.40814,3.98,13.3,1.0,15.31,15.31,2.3,13.78,1,Cloudy,13,1,0
REQ_202609011352_10_002,2026-09-01 13:52:03,10,Convention Center Arena,37.77179,-122.41294,5,Mission Nightlife & Arts,37.79159,-122.43313,2.83,9.0,1.0,11.74,11.74,1.76,10.56,1,Cloudy,13,1,0
REQ_202609011352_5_006,2026-09-01 13:52:43,5,Mission Nightlife & Arts,37.75705,-122.43275,6,University Campus & Med,37.7379,-122.44949,2.59,8.9,1.0,11.27,11.27,1.69,10.14,1,Cloudy,13,1,0
REQ_202609011353_7_002,2026-09-01 13:53:15,7,Marina & Golden Gate View,37.80083,-122.44248,10,Convention Center Arena,37.78573,-122.38587,5.25,16.2,1.0,18.62,18.62,2.79,16.76,2,Cloudy,13,1,0
REQ_202609011353_9_018,2026-09-01 13:53:17,9,Central Railway Station,37.77785,-122.39042,7,Marina & Golden Gate View,37.81439,-122.46723,7.88,23.0,1.06,25.73,27.27,4.09,24.54,1,Cloudy,13,1,0
REQ_202609011353_5_022,2026-09-01 13:53:28,5,Mission Nightlife & Arts,37.76217,-122.42297,6,University Campus & Med,37.74908,-122.45574,3.23,10.9,1.0,13.12,13.12,1.97,11.81,2,Cloudy,13,1,0
REQ_202609011353_3_000,2026-09-01 13:53:34,3,Metro Int'l Airport,37.63003,-122.36541,4,Waterfront & Pier Dining,37.78445,-122.42635,17.99,47.4,1.06,52.47,55.62,8.34,50.05,1,Cloudy,13,1,0
REQ_202609011353_9_007,2026-09-01 13:53:42,9,Central Railway Station,37.7757,-122.38342,7,Marina & Golden Gate View,37.81841,-122.43918,6.82,19.0,1.06,22.43,23.78,3.57,21.4,1,Cloudy,13,1,0
REQ_202609011355_1_003,2026-09-01 13:55:06,1,Downtown Financial,37.79069,-122.40769,8,Sunset Residential District,37.77483,-122.45354,4.4,13.1,1.0,16.0,16.0,2.4,14.4,1,Cloudy,13,1,0
REQ_202609011355_3_010,2026-09-01 13:55:40,3,Metro Int'l Airport,37.63178,-122.40945,8,Sunset Residential District,37.75904,-122.47626,15.32,40.3,1.06,45.19,47.9,7.18,43.1,1,Cloudy,13,1,0
REQ_202609011355_9_014,2026-09-01 13:55:46,9,Central Railway Station,37.78225,-122.38753,8,Sunset Residential District,37.7677,-122.45234,5.92,16.9,1.06,20.07,21.28,0.0,15.96,2,Cloudy,13,1,0
REQ_202609011355_10_003,2026-09-01 13:55:56,10,Convention Center Arena,37.78149,-122.39443,6,University Campus & Med,37.76898,-122.46923,6.72,18.9,1.0,22.21,22.21,3.33,19.99,1,Cloudy,13,1,0
REQ_202609011356_8_003,2026-09-01 13:56:00,8,Sunset Residential District,37.73602,-122.48851,6,University Campus & Med,37.76602,-122.44964,4.78,13.0,1.0,16.65,16.65,2.5,14.99,2,Cloudy,13,1,0
REQ_202609011356_3_013,2026-09-01 13:56:34,3,Metro Int'l Airport,37.63138,-122.37436,7,Marina & Golden Gate View,37.82001,-122.40976,21.2,56.3,1.06,61.37,65.06,9.76,58.56,4,Cloudy,13,1,0
REQ_202609011357_2_004,2026-09-01 13:57:06,2,Midtown Tech Hub,37.77425,-122.41095,7,Marina & Golden Gate View,37.79125,-122.44378,3.45,10.0,1.0,13.21,13.21,0.0,9.91,2,Cloudy,13,1,0
REQ_202609011357_2_016,2026-09-01 13:57:11,2,Midtown Tech Hub,37.7712,-122.40657,10,Convention Center Arena,37.76389,-122.42228,1.6,6.1,1.0,8.52,8.52,0.0,6.39,4,Cloudy,13,1,0
REQ_202609011357_2_009,2026-09-01 13:57:12,2,Midtown Tech Hub,37.78059,-122.42258,8,Sunset Residential District,37.72627,-122.46,6.88,19.4,1.0,22.67,22.67,0.0,17.0,1,Cloudy,13,1,0
REQ_202609011357_5_010,2026-09-01 13:57:14,5,Mission Nightlife & Arts,37.76692,-122.405,2,Midtown Tech Hub,37.74951,-122.41169,2.02,7.1,1.0,9.63,9.63,1.44,8.66,1,Cloudy,13,1,0
REQ_202609011357_1_020,2026-09-01 13:57:25,1,Downtown Financial,37.79063,-122.40188,8,Sunset Residential District,37.75244,-122.48503,8.45,23.2,1.0,26.83,26.83,4.02,24.14,1,Cloudy,13,1,0
REQ_202609011357_3_015,2026-09-01 13:57:36,3,Metro Int'l Airport,37.6054,-122.38426,2,Midtown Tech Hub,37.77984,-122.39864,19.44,52.4,1.06,56.83,60.24,0.0,45.18,3,Cloudy,13,1,0
REQ_202609011357_2_007,2026-09-01 13:57:38,2,Midtown Tech Hub,37.77289,-122.41507,5,Mission Nightlife & Arts,37.75458,-122.38982,3.01,11.6,1.0,12.98,12.98,0.0,9.74,2,Cloudy,13,1,0
REQ_202609011357_2_006,2026-09-01 13:57:56,2,Midtown Tech Hub,37.77263,-122.43077,10,Convention Center Arena,37.79081,-122.40455,3.07,11.8,1.0,13.15,13.15,0.0,9.86,1,Cloudy,13,1,0
REQ_202609011358_6_013,2026-09-01 13:58:25,6,University Campus & Med,37.76199,-122.46488,5,Mission Nightlife & Arts,37.7259,-122.42631,5.25,15.9,1.0,18.52,18.52,2.78,16.67,1,Cloudy,13,1,0
REQ_202609011358_9_002,2026-09-01 13:58:56,9,Central Railway Station,37.77665,-122.38885,6,University Campus & Med,37.77122,-122.44839,5.27,14.9,1.06,18.2,19.29,2.89,17.36,1,Cloudy,13,1,0
REQ_202609011359_2_017,2026-09-01 13:59:20,2,Midtown Tech Hub,37.77269,-122.40074,7,Marina & Golden Gate View,37.81138,-122.43453,5.23,15.7,1.0,18.4,18.4,0.0,13.8,2,Cloudy,13,1,0
REQ_202609011359_1_000,2026-09-01 13:59:39,1,Downtown Financial,37.7944,-122.40008,7,Marina & Golden Gate View,37.80669,-122.45988,5.43,15.7,1.0,18.77,18.77,2.82,16.9,2,Cloudy,13,1,0
REQ_202609011359_3_005,2026-09-01 13:59:47,3,Metro Int'l Airport,37.63438,-122.39892,2,Midtown Tech Hub,37.78328,-122.42678,16.74,43.5,1.06,48.85,51.78,0.0,38.84,2,Cloudy,13,1,0
REQ_202609011359_3_008,2026-09-01 13:59:55,3,Metro Int'l Airport,37.60987,-122.37326,2,Midtown Tech Hub,37.77423,-122.3998,18.42,47.7,1.06,53.36,56.56,8.48,50.9,1,Cloudy,13,1,0
REQ_202609011400_9_014,2026-09-01 14:00:02,9,Central Railway Station,37.77935,-122.39746,5,Mission Nightlife & Arts,37.75694,-122.39491,2.5,6.5,1.02,10.28,10.48,1.57,9.43,1,Cloudy,14,1,0
REQ_202609011401_10_003,2026-09-01 14:01:01,10,Convention Center Arena,37.78424,-122.40702,9,Central Railway Station,37.77079,-122.4058,1.5,5.1,1.0,7.98,7.98,1.2,7.18,2,Cloudy,14,1,0
REQ_202609011401_1_026,2026-09-01 14:01:12,1,Downtown Financial,37.79005,-122.40513,9,Central Railway Station,37.77884,-122.39395,1.59,6.3,1.0,8.56,8.56,1.28,7.7,1,Cloudy,14,1,0
REQ_202609011401_1_020,2026-09-01 14:01:25,1,Downtown Financial,37.78638,-122.39733,10,Convention Center Arena,37.80204,-122.40377,1.83,6.8,1.0,9.18,9.18,0.0,6.88,1,Cloudy,14,1,0
REQ_202609011401_2_014,2026-09-01 14:01:35,2,Midtown Tech Hub,37.77819,-122.41927,9,Central Railway Station,37.79805,-122.39235,3.24,11.4,1.0,13.32,13.32,2.0,11.99,1,Cloudy,14,1,0
REQ_202609011401_9_005,2026-09-01 14:01:40,9,Central Railway Station,37.77978,-122.38891,2,Midtown Tech Hub,37.79668,-122.41175,2.75,8.4,1.02,11.39,11.62,1.74,10.46,2,Cloudy,14,1,0
REQ_202609011402_2_011,2026-09-01 14:02:03,2,Midtown Tech Hub,37.77107,-122.40155,4,Waterfront & Pier Dining,37.7889,-122.40195,1.98,8.8,1.0,10.15,10.15,0.0,7.61,2,Cloudy,14,1,0
REQ_202609011402_2_003,2026-09-01 14:02:08,2,Midtown Tech Hub,37.77183,-122.41951,4,Waterfront & Pier Dining,37.81212,-122.43739,4.75,15.7,1.0,17.54,17.54,0.0,13.16,1,Cloudy,14,1,0
REQ_202609011402_2_009,2026-09-01 14:02:50,2,Midtown Tech Hub,37.76975,-122.41537,5,Mission Nightlife & Arts,37.75827,-122.40583,1.53,5.4,1.0,8.14,8.14,1.22,7.32,2,Cloudy,14,1,0
REQ_202609011403_6_006,2026-09-01 14:03:21,6,University Campus & Med,37.76128,-122.46159,10,Convention Center Arena,37.78212,-122.40629,5.38,16.6,1.0,19.0,19.0,2.85,17.1,2,Cloudy,14,1,0
REQ_202609011403_6_002,2026-09-01 14:03:41,6,University Campus & Med,37.76813,-122.45155,4,Waterfront & Pier Dining,37.78263,-122.39976,4.83,15.7,1.0,17.69,17.69,2.65,15.92,1,Cloudy,14,1,0
REQ_202609011403_1_008,2026-09-01 14:03:52,1,Downtown Financial,37.79226,-122.40288,9,Central Railway Station,37.7949,-122.38319,1.75,7.3,1.0,9.21,9.21,1.38,8.29,3,Cloudy,14,1,0
REQ_202609011403_9_001,2026-09-01 14:03:57,9,Central Railway Station,37.77631,-122.39188,10,Convention Center Arena,37.78546,-122.39364,1.2,4.2,1.02,7.13,7.27,1.09,6.54,1,Cloudy,14,1,0
REQ_202609011404_10_000,2026-09-01 14:04:04,10,Convention Center Arena,37.78059,-122.40736,3,Metro Int'l Airport,37.64152,-122.36283,15.95,42.0,1.0,46.91,46.91,7.04,42.22,2,Cloudy,14,1,0
REQ_202609011404_4_002,2026-09-01 14:04:27,4,Waterfront & Pier Dining,37.81354,-122.42205,9,Central Railway Station,37.77807,-122.42433,3.95,14.3,1.0,15.61,15.61,0.0,11.71,1,Cloudy,14,1,0
REQ_202609011404_3_006,2026-09-01 14:04:39,3,Metro Int'l Airport,37.62163,-122.3953,9,Central Railway Station,37.76444,-122.37297,16.0,43.0,1.02,47.35,48.3,7.24,43.46,1,Cloudy,14,1,0
REQ_202609011404_1_016,2026-09-01 14:04:52,1,Downtown Financial,37.79069,-122.39958,7,Marina & Golden Gate View,37.80539,-122.44975,4.7,14.6,1.0,17.07,17.07,2.56,15.36,2,Cloudy,14,1,0
REQ_202609011405_6_010,2026-09-01 14:05:30,6,University Campus & Med,37.75846,-122.46312,1,Downtown Financial,37.80221,-122.38297,8.56,22.7,1.0,26.85,26.85,0.0,20.14,1,Cloudy,14,1,0
REQ_202609011406_2_023,2026-09-01 14:06:08,2,Midtown Tech Hub,37.77138,-122.4266,9,Central Railway Station,37.77352,-122.37951,4.15,13.3,1.0,15.62,15.62,2.34,14.06,1,Cloudy,14,1,0
REQ_202609011406_3_030,2026-09-01 14:06:22,3,Metro Int'l Airport,37.61378,-122.37886,6,University Campus & Med,37.80516,-122.45581,22.33,56.1,1.02,63.33,64.6,9.69,58.14,3,Cloudy,14,1,0
REQ_202609011406_9_003,2026-09-01 14:06:38,9,Central Railway Station,37.7703,-122.39925,8,Sunset Residential District,37.77168,-122.48057,7.15,19.8,1.02,23.3,23.76,0.0,17.82,3,Cloudy,14,1,0
REQ_202609011408_3_045,2026-09-01 14:08:58,3,Metro Int'l Airport,37.62326,-122.37165,7,Marina & Golden Gate View,37.79621,-122.43954,20.14,51.9,1.02,57.91,59.07,0.0,44.3,1,Cloudy,14,1,0
REQ_202609011409_5_017,2026-09-01 14:09:22,5,Mission Nightlife & Arts,37.74654,-122.40741,2,Midtown Tech Hub,37.77039,-122.41798,2.81,10.3,1.0,12.16,12.16,1.82,10.94,2,Cloudy,14,1,0
REQ_202609011409_3_035,2026-09-01 14:09:30,3,Metro Int'l Airport,37.61664,-122.3975,10,Convention Center Arena,37.79849,-122.40307,20.23,51.8,1.02,58.04,59.2,8.88,53.28,1,Cloudy,14,1,0
REQ_202609011409_1_010,2026-09-01 14:09:31,1,Downtown Financial,37.79001,-122.40591,7,Marina & Golden Gate View,37.79746,-122.43111,2.36,8.5,1.0,10.73,10.73,0.0,8.05,1,Cloudy,14,1,0
REQ_202609011409_3_000,2026-09-01 14:09:40,3,Metro Int'l Airport,37.63335,-122.39218,9,Central Railway Station,37.80008,-122.40883,18.6,48.6,1.02,53.99,55.06,8.26,49.56,1,Cloudy,14,1,0
REQ_202609011409_4_007,2026-09-01 14:09:43,4,Waterfront & Pier Dining,37.80529,-122.41798,3,Metro Int'l Airport,37.62644,-122.37245,20.29,50.7,1.0,57.76,57.76,8.66,51.98,2,Cloudy,14,1,0
REQ_202609011410_2_002,2026-09-01 14:10:10,2,Midtown Tech Hub,37.77856,-122.4202,8,Sunset Residential District,37.74586,-122.48907,7.06,21.9,1.0,23.88,23.88,0.0,17.91,1,Cloudy,14,1,0
REQ_202609011410_3_026,2026-09-01 14:10:27,3,Metro Int'l Airport,37.62107,-122.377,5,Mission Nightlife & Arts,37.74903,-122.43002,14.97,39.7,1.02,44.35,45.24,0.0,33.93,1,Cloudy,14,1,0
REQ_202609011410_3_042,2026-09-01 14:10:59,3,Metro Int'l Airport,37.62278,-122.38675,10,Convention Center Arena,37.78043,-122.40716,17.62,47.1,1.02,51.7,52.74,7.91,47.46,1,Cloudy,14,1,0
REQ_202609011411_7_000,2026-09-01 14:11:28,7,Marina & Golden Gate View,37.8026,-122.43846,8,Sunset Residential District,37.75211,-122.46071,5.95,15.8,1.0,19.73,19.73,2.96,17.76,1,Cloudy,14,1,0
REQ_202609011411_2_005,2026-09-01 14:11:41,2,Midtown Tech Hub,37.77729,-122.4396,5,Mission Nightlife & Arts,37.75444,-122.42156,3.0,9.5,1.0,12.22,12.22,0.0,9.17,3,Cloudy,14,1,0
REQ_202609011411_9_012,2026-09-01 14:11:52,9,Central Railway Station,37.78037,-122.4001,5,Mission Nightlife & Arts,37.74197,-122.414,4.44,13.2,1.02,16.11,16.44,2.47,14.8,1,Cloudy,14,1,0
REQ_202609011411_2_017,2026-09-01 14:11:56,2,Midtown Tech Hub,37.78454,-122.41548,4,Waterfront & Pier Dining,37.78528,-122.41193,1.2,4.7,1.0,7.3,7.3,1.09,6.56,1,Cloudy,14,1,0
REQ_202609011412_2_012,2026-09-01 14:12:03,2,Midtown Tech Hub,37.77539,-122.41612,7,Marina & Golden Gate View,37.78761,-122.46366,4.39,13.5,1.0,16.13,16.13,2.42,14.52,1,Cloudy,14,1,0
REQ_202609011412_5_001,2026-09-01 14:12:26,5,Mission Nightlife & Arts,37.76387,-122.41624,6,University Campus & Med,37.76136,-122.45391,3.32,10.9,1.0,13.3,13.3,2.0,11.98,1,Cloudy,14,1,0
REQ_202609011412_3_047,2026-09-01 14:12:37,3,Metro Int'l Airport,37.6392,-122.37975,2,Midtown Tech Hub,37.77238,-122.3906,14.84,38.5,1.02,43.69,44.56,6.68,40.1,2,Cloudy,14,1,0
REQ_202609011412_3_039,2026-09-01 14:12:43,3,Metro Int'l Airport,37.61133,-122.38883,4,Waterfront & Pier Dining,37.79485,-122.40353,20.45,53.7,1.02,59.1,60.28,9.04,54.25,3,Cloudy,14,1,0
REQ_202609011412_1_022,2026-09-01 14:12:47,1,Downtown Financial,37.78787,-122.38956,10,Convention Center Arena,37.78056,-122.39432,1.2,4.7,1.0,7.3,7.3,1.09,6.56,3,Cloudy,14,1,0
